" 
Nome",NIF,Tipo Entidade,Escalão Dívida
MANUEL ANTÓNIO GOMES LDA - EM LIQUIDAÇÃO,500177368,Pessoa Coletiva,10000 a 50000
LUCIO & GASPAR LDA - SOCIEDADE EM LIQUIDAÇÃO,500177627,Pessoa Coletiva,10000 a 50000
MANUEL DUARTE MARTINS & COMP LD,500178100,Pessoa Coletiva,10000 a 50000
CARNENOR CARNES NORTE LD,500178356,Pessoa Coletiva,10000 a 50000
MANUEL FERREIRA CARNEIRO SUCRS LD,500178364,Pessoa Coletiva,10000 a 50000
"MANUEL DE FREITAS LOPES & CA., LDA",500178682,Pessoa Coletiva,10000 a 50000
MANUEL PEREIRA MATIAS LDA,500180121,Pessoa Coletiva,10000 a 50000
MANUEL SANTOS COELHO LD,500180725,Pessoa Coletiva,10000 a 50000
MANUEL COVAS RODRIGUES LD,500181071,Pessoa Coletiva,10000 a 50000
"MORISA - CALDEIRAS E EQUIPAMENTOS INDUSTRIAIS, S.A.",500181128,Pessoa Coletiva,10000 a 50000
MANUFACTURAS E ACABAMENTOS GRÁFICOS BONCO LDA - EM LIQUIDAÇÃO,500181500,Pessoa Coletiva,10000 a 50000
MARCELINO GALHARDO LDA,500182140,Pessoa Coletiva,10000 a 50000
MARIO & JOAO LDA,500183538,Pessoa Coletiva,10000 a 50000
COMPANHIA SEGUROS MARIZ & MARIZ LD,500184380,Pessoa Coletiva,10000 a 50000
"MARMORISTA CENTRAL DA MOITA, UNIPESSOAL, LDA",500184488,Pessoa Coletiva,10000 a 50000
"MARMOZ - COMPANHIA INDUSTRIAL DE MARMORES DE ESTREMOZ, LDA",500184739,Pessoa Coletiva,10000 a 50000
MARQUES TEIXEIRA E DIAS LDA,500185794,Pessoa Coletiva,10000 a 50000
MARTINHO MENDES NASCIMENTO LD,500186200,Pessoa Coletiva,10000 a 50000
MARTINS & NOGUEIRA LDA,500186677,Pessoa Coletiva,10000 a 50000
MATERIAIS CONSTRUCAO GONCALVES SILVA LD,500187665,Pessoa Coletiva,10000 a 50000
"MATIMAR - CONFECÇÕES, IMPORTAÇÃO E EXPORTAÇÃO, LDA",500188050,Pessoa Coletiva,10000 a 50000
MERCEARIA O GALEGO LDA - EM LIQUIDAÇÃO,500191166,Pessoa Coletiva,10000 a 50000
METALOMODERNO SERRALHARIA CIVIL RAMADA LDA,500191875,Pessoa Coletiva,10000 a 50000
METALÚRGICA DE SÃO JOÃO DE VER LDA,500192529,Pessoa Coletiva,10000 a 50000
MOBILACO EQUIPAMENTO METALICO LDA,500194688,Pessoa Coletiva,10000 a 50000
MOISES & FLORIVAL LD,500195455,Pessoa Coletiva,10000 a 50000
MOLAS MONDEGO OFICINA REPARACOES MOLAS LDA,500195595,Pessoa Coletiva,10000 a 50000
"MONTEIRO DE MELO, IRMÃOS LDA - SOCIEDADE EM LIQUIDAÇÃO",500196419,Pessoa Coletiva,10000 a 50000
"MOREIRAS, DOMINGUES & SILVA, LDA - EM LIQUIDAÇÃO",500197563,Pessoa Coletiva,10000 a 50000
MOTAS-VIVEIROS DE MARISCOS DA MADORNA LDA - EM LIQUIDAÇÃO,500198039,Pessoa Coletiva,10000 a 50000
"MUNDOPAL-SOCIEDADE DE REPRESENTAÇÕES LDA, EM LIQUIDAÇÃO",500199957,Pessoa Coletiva,10000 a 50000
"NACIONAL FILMES, LDA",500200270,Pessoa Coletiva,10000 a 50000
NETO SANTOS LD,500201471,Pessoa Coletiva,10000 a 50000
NUNES CARDOSO ROCHA LD,500204616,Pessoa Coletiva,10000 a 50000
O PANDA - ESTABELECIMENTO DE ENSINO LDA - EM LIQUIDAÇÃO,500205230,Pessoa Coletiva,10000 a 50000
OS IRMAOS LINOS SOC PAPELARIA TIPOGRAFIA LD,500208662,Pessoa Coletiva,10000 a 50000
PACHECO I & CRUZ LD,500209448,Pessoa Coletiva,10000 a 50000
"PADARIA PRIMAVERA MEM MARTINS, LDA.",500209618,Pessoa Coletiva,10000 a 50000
ALFREDO SOARES LD,500210020,Pessoa Coletiva,10000 a 50000
PAIVA SOUSA LD,500210071,Pessoa Coletiva,10000 a 50000
PANIFICADORA COUCO LD,500210861,Pessoa Coletiva,10000 a 50000
PAPELARIA CARVALHOS LD,500211256,Pessoa Coletiva,10000 a 50000
"PAREFA - PADARIAS REUNIDAS DE FAFE, LDA",500211698,Pessoa Coletiva,10000 a 50000
PASSOS & FILHOS LD,500212058,Pessoa Coletiva,10000 a 50000
"PASTELARIA CENTRAL DE MEM MARTINS, UNIPESSOAL, LDA",500212155,Pessoa Coletiva,10000 a 50000
PASTELARIA MINABELA LDA,500212449,Pessoa Coletiva,10000 a 50000
PASTELARIA SABRINA LISBOA LDA,500212643,Pessoa Coletiva,10000 a 50000
PECARDI DECORACOES LDA,500213550,Pessoa Coletiva,10000 a 50000
PEDROSA FS LD,500214158,Pessoa Coletiva,10000 a 50000
PEREIRA E BESSONE ACESSORIOS AUTOMOVEISLD,500215014,Pessoa Coletiva,10000 a 50000
PEREIRA & GRACIETE LDA - EM LIQUIDAÇÂO,500215200,Pessoa Coletiva,10000 a 50000
PINA & MARTINS LDA,500217254,Pessoa Coletiva,10000 a 50000
PINTO COSTA LD,500218269,Pessoa Coletiva,10000 a 50000
PITA & PITA LD,500219079,Pessoa Coletiva,10000 a 50000
MASSA INSOLVENTE - POKER IND LENCOS LD,500219966,Pessoa Coletiva,10000 a 50000
PORTICLASSE-SAPATARIA LDA - EM LIQUIDAÇÃO,500221006,Pessoa Coletiva,10000 a 50000
PORTUGALIA EDITORA LDA,500221235,Pessoa Coletiva,10000 a 50000
"PRODUTOS FARMACÊUTICOS BIOTI, LDA, SOCIEDADE EM LIQUIDAÇÃO",500223025,Pessoa Coletiva,10000 a 50000
ALMIVITA NUTRICAO ANIMAL SA,500225710,Pessoa Coletiva,10000 a 50000
"RAELME-RADIO ELECTRO MEDICINA,LDA.",500226008,Pessoa Coletiva,10000 a 50000
RAMOS SANTOS & COMP LD,500227233,Pessoa Coletiva,10000 a 50000
RAUL A.SOARES & IRMAO LD,500227616,Pessoa Coletiva,10000 a 50000
RECAUCHUTAGEM RODAMIRA LDA,500228370,Pessoa Coletiva,10000 a 50000
RECLAMOS LUMINOSOS NEOLUX LDA,500228477,Pessoa Coletiva,10000 a 50000
REINOL REPARADORA AUTOMOVEIS CAMINHOES LDA,500229325,Pessoa Coletiva,10000 a 50000
REIS ROCHA & MALHEIRO S.A.,500229627,Pessoa Coletiva,10000 a 50000
REPRESENTACOES LANCA COELHO UNIPESSOAL LDA,500230714,Pessoa Coletiva,10000 a 50000
REVESSETE-SOCIEDADE DE REVESTIMENTOS EXTRA-DUROS LDA - EM LIQUIDAÇÃO,500231591,Pessoa Coletiva,10000 a 50000
LEITE FERNANDES LD,500232296,Pessoa Coletiva,10000 a 50000
ROCHA MOTA SOARES S A,500233675,Pessoa Coletiva,10000 a 50000
RODAS FIGUEIREDO LD,500233896,Pessoa Coletiva,10000 a 50000
RALL - MOBILIÁRIO E SOLUÇÕES PARA ESCRITÓRIO S.A. EM LIQUIDAÇÃO,500234191,Pessoa Coletiva,10000 a 50000
RODRIGUES E FS LD,500234361,Pessoa Coletiva,10000 a 50000
RODRIGUES E GUERRA LD,500234418,Pessoa Coletiva,10000 a 50000
RODRIGUES & ROBERTO LDA,500234540,Pessoa Coletiva,10000 a 50000
"ROQUE & PICADO, LDA.",500235724,Pessoa Coletiva,10000 a 50000
ROSA & PESTANA LD,500235880,Pessoa Coletiva,10000 a 50000
"S.DIAS, LDA",500237069,Pessoa Coletiva,10000 a 50000
SADIMAR-SOCIEDADE EXPORTADORA E AFINADORA DE MARISCOS LDA,500238006,Pessoa Coletiva,10000 a 50000
SAGRAL SOCIEDADE ARTIGOS GRAFICOS LDA,500238324,Pessoa Coletiva,10000 a 50000
SALAVESSA RAMOS & BELOS LD,500238499,Pessoa Coletiva,10000 a 50000
SALGUEIROS E PEREIRA LD,500238693,Pessoa Coletiva,10000 a 50000
"SANCHES & BARATA, LDA.",500239525,Pessoa Coletiva,10000 a 50000
FRANCISCO FONSECA SANTOS LD,500240477,Pessoa Coletiva,10000 a 50000
"SANTOS & QUEIROZ LDA, SOCIEDADE EM LIQUIDAÇÃO",500240825,Pessoa Coletiva,10000 a 50000
SANTOS COSTA & IRMAO LD,500241163,Pessoa Coletiva,10000 a 50000
"MANUEL COELHO BARBOSA & FILHOS, LDA",500241317,Pessoa Coletiva,10000 a 50000
SAPATARIA COSTA REAL LD,500241830,Pessoa Coletiva,10000 a 50000
O NINHO DAS AGUIAS COM ANIMAIS ESTIMACAO LD,500242097,Pessoa Coletiva,10000 a 50000
SCHERING LUSITANA LD,500243077,Pessoa Coletiva,10000 a 50000
"SECLA - SOCIEDADE DE EXPORTAÇÃO E CERAMICA, S.A.",500243611,Pessoa Coletiva,10000 a 50000
SEISTRÊS - GABINETE DE DECORAÇÕESE ARQUITECTURA LDA,500243972,Pessoa Coletiva,10000 a 50000
CARTONAGEM DELJOMAR - DE MARQUES & MARQUES LDA -,500244472,Pessoa Coletiva,10000 a 50000
"SERAFIM RAMOS, LDA.",500245061,Pessoa Coletiva,10000 a 50000
SERAFIM SILVA TELES LD,500245088,Pessoa Coletiva,10000 a 50000
SERRACAO CARPINTARIA MECANICAS OURIENSE LD,500245614,Pessoa Coletiva,10000 a 50000
SERRACAO ESTRELA VANDOMA LD,500245665,Pessoa Coletiva,10000 a 50000
SERRACAO IS CORREIA LD,500245703,Pessoa Coletiva,10000 a 50000
"SERRALHA E MARREIRO,LDA",500245959,Pessoa Coletiva,10000 a 50000
"SERRALHARIA PROGRESSO DO MONTE ESTORIL, LDA",500246246,Pessoa Coletiva,10000 a 50000
"SETA DA RESTAURAÇÃO - TRADING LDA, EM LIQUIDAÇÃO",500246645,Pessoa Coletiva,10000 a 50000
"SIDESTEL - CONSTRUÇÕES, S.A.",500247404,Pessoa Coletiva,10000 a 50000
"SOCIEDADE INDUSTRIAL DE MADEIRAS DE FAGILDE, LDA - EM LIQUIDAÇÃO",500247536,Pessoa Coletiva,10000 a 50000
"NINA, FERRAZ & FILHOS- ARTE, DECORAÇÃO E ANTIGUIDADES LDA",500247846,Pessoa Coletiva,10000 a 50000
"SIMAO & BRITO, LDA",500249903,Pessoa Coletiva,10000 a 50000
SIMOES CASAL LD,500250219,Pessoa Coletiva,10000 a 50000
SIMOES & CAVACAS LD,500250227,Pessoa Coletiva,10000 a 50000
SOBETAO INDUSTRIAS VIGO BETAO CENTRO SARL,500252386,Pessoa Coletiva,10000 a 50000
"SOCIEDADE DE ARTIGOS DE CONSTRUÇÃO, LIMITADA-EM LIQUIDAÇÂO",500254192,Pessoa Coletiva,10000 a 50000
SOCIEDADE AVEIRENSE DE HIGIENIZAÇÃO DE SAL LDA - SOCIEDADE EM LIQUIDAÇÃO,500254338,Pessoa Coletiva,10000 a 50000
"SOCIEDADE DE CONSTRUCOES SILMARRAQUE, LDA.",500256969,Pessoa Coletiva,10000 a 50000
"MACLIX IMOBILIÁRIA SERVIÇOS, LDA",500258430,Pessoa Coletiva,10000 a 50000
SOC NACIONAL MARMORARTE LD,500260672,Pessoa Coletiva,10000 a 50000
SOC PADARIAS UNIAO GOLEGANENSE LD,500260885,Pessoa Coletiva,10000 a 50000
"GRENOS,REPRESENTAÇÕES DE MATERIAIS DE CONSTRUÇÃO LDA - SOCIEDADE EM LIQUIDAÇÃO",500262004,Pessoa Coletiva,10000 a 50000
SOCIEDADE REPRESENTACOES COUTINHOS LD,500262152,Pessoa Coletiva,10000 a 50000
SOC TECN ROL BORRACHAS TECNIBOR LD,500262470,Pessoa Coletiva,10000 a 50000
"SOCARMOL-CONSTRUCOES CIVIS, LDA.",500263140,Pessoa Coletiva,10000 a 50000
SOCIEDADE CONSTRUCOES GUIMAR S A,500265437,Pessoa Coletiva,10000 a 50000
SOC IND TEXTEIS NORTE SITENOR S.A.,500267057,Pessoa Coletiva,10000 a 50000
"SOCIEDADE METALURGICA A CONVERGENTE, LDA.",500267391,Pessoa Coletiva,10000 a 50000
SOC PORTUENSE LAVANDARIA SECO MAIORAL LD,500268037,Pessoa Coletiva,10000 a 50000
SOC PROGRESSO EBORENSE LD,500268223,Pessoa Coletiva,10000 a 50000
"SOCIMUR-SOCIEDADE IMOBILIARIA URBANA, S.A.",500269793,Pessoa Coletiva,10000 a 50000
SODEAL SOCIEDADE DETERGENTES ALGARVE LDA,500270627,Pessoa Coletiva,10000 a 50000
SOGUL SOCIEDADE GERAL ULTRAMARINA LDA,500271666,Pessoa Coletiva,10000 a 50000
SOLCOA CONSTRUCOES ALCOBACA SA,500272085,Pessoa Coletiva,10000 a 50000
"SOLNAVE - RESTAURANTES E ALIMENTAÇÃO, S.A.",500272328,Pessoa Coletiva,10000 a 50000
"SOMALEI - SOCIEDADE DE MADEIRA E CARPINTARIA DE LEIRIA, LDA",500272646,Pessoa Coletiva,10000 a 50000
SOMAREL SOC MARMORES BENCATEL LD,500272697,Pessoa Coletiva,10000 a 50000
"SOMOSEL-SOCIEDADE DE MOTO-SERRAS LDA, EM LIQUIDAÇÃO",500273090,Pessoa Coletiva,10000 a 50000
"SONALIS - SOCIEDADE DE CONSTRUÇÃO NAVAL, LDA - EM LIQUIDAÇÃO",500273227,Pessoa Coletiva,10000 a 50000
SOPREM SOC PRESERVACAO MADEIRAS S.A.,500274037,Pessoa Coletiva,10000 a 50000
SOREL COMERCIAL - AUTOMÓVEIS S.A.,500274380,Pessoa Coletiva,10000 a 50000
SORODA SOCIEDADE EUROPEIA REPRESENTACOES LDA,500274568,Pessoa Coletiva,10000 a 50000
SRN SOCIEDADE RESTAURANTES NAVAIS S.A.,500276803,Pessoa Coletiva,10000 a 50000
STEFFANINA LDA,500276927,Pessoa Coletiva,10000 a 50000
T V BABO IMPORTAÇÃO EXPORTAÇÃO E COMÉRCIO EQUIPAMENTOS SATELITE LD,500278130,Pessoa Coletiva,10000 a 50000
"TEIXEIRA LOPES & IRMÃO, LDA",500281530,Pessoa Coletiva,10000 a 50000
TELMO EDUARDO LOPES & CA LDA - EM LIQUIDAÇÃO,500282161,Pessoa Coletiva,10000 a 50000
TIP ALIANCA LD,500284636,Pessoa Coletiva,10000 a 50000
TIP CRUZ CARDOSO LD,500284768,Pessoa Coletiva,10000 a 50000
"TIPOGRAFIA GOMES & ARAUJO, LDA.",500284881,Pessoa Coletiva,10000 a 50000
TOBIAS ROSARIA E RODRIGUES LD,500285330,Pessoa Coletiva,10000 a 50000
TORCATO COELHO MOTA & COMP LD,500285950,Pessoa Coletiva,10000 a 50000
"TORNEARTE - INDUSTRIA PORTUGUESA DE TORNEADOS, LDA",500286108,Pessoa Coletiva,10000 a 50000
TORRES ESTEVES & OLIVEIRA LD,500286361,Pessoa Coletiva,10000 a 50000
TRANSPORTADORA A CENTRAL R MORAIS SOARES LD,500287473,Pessoa Coletiva,10000 a 50000
TRANSGALGAR TRANSPORTES RODOVIARIOS LD,500287708,Pessoa Coletiva,10000 a 50000
TRANSPORTES CARVOEIRO LD,500288135,Pessoa Coletiva,10000 a 50000
TRANSPORTES CENTRAIS LOUROSA LD,500288224,Pessoa Coletiva,10000 a 50000
"TRANSPORTES CRUZ & SERRÃO, LDA",500288445,Pessoa Coletiva,10000 a 50000
"TRANSPORTES DIONISIO FERNANDES GASPAR, LDA.",500288500,Pessoa Coletiva,10000 a 50000
TRANSPORTES ESTRELA PAREDENSE LD,500288577,Pessoa Coletiva,10000 a 50000
TRANSPORTES ALVARINO LD,500289425,Pessoa Coletiva,10000 a 50000
"TRI-ESSE, ARTIGOS DOMÉSTICOS E INDÚSTRIAIS, UNIPESSOAL, LIMITADA",500290083,Pessoa Coletiva,10000 a 50000
"TRICOGOM-COMÉRCIO DE FIOS PARA MALHAS E TRICOTAGEM, LDA",500290172,Pessoa Coletiva,10000 a 50000
"TRINCÃO FARINHA & NOBRE, UNIPESSOAL, LDA",500290296,Pessoa Coletiva,10000 a 50000
TUDOTEL COMERCIO E IND EQUIPAMENTOS HOTELEIROS LDA,500290857,Pessoa Coletiva,10000 a 50000
UNIAO EXPORTADORA CHELO LD,500292035,Pessoa Coletiva,10000 a 50000
UNIAO PADARIAS STA MARGARIDA TRAMAGAL LD,500292361,Pessoa Coletiva,10000 a 50000
"UTILCAR - ACESSÓRIOS AUTOMÓVEIS E CAMIÕES E TRACTORES, LDA.",500294208,Pessoa Coletiva,10000 a 50000
VARELA FS,500295557,Pessoa Coletiva,10000 a 50000
VASCONCELOS & DOMINGUES LDA EM LIQUIDAÇÃO,500295824,Pessoa Coletiva,10000 a 50000
VENTURA SANTOS LD,500296715,Pessoa Coletiva,10000 a 50000
VIDEIRA SANTOS LD,500298009,Pessoa Coletiva,10000 a 50000
VIDRAREL SOC REVENDEDORA VIDRO MATERIAIS CONSTRUCAO LD,500298122,Pessoa Coletiva,10000 a 50000
"VIEIRAS,DIAS & CA LDA - SOCIEDADE EM LIQUIDAÇÃO",500298912,Pessoa Coletiva,10000 a 50000
VIDRARIA ALMEIDA LDA - EM LIQUIDAÇÃO,500300763,Pessoa Coletiva,10000 a 50000
VVA JOAQUIM GOMES COVAS FS LD,500301158,Pessoa Coletiva,10000 a 50000
VVA LUIS NUNES & FS LD,500301271,Pessoa Coletiva,10000 a 50000
"ZENDEL - CONFECÇÕES DO TORTOSENDO, LDA",500302421,Pessoa Coletiva,10000 a 50000
AET ASSISTENCIA ELECTRO TECNICA LD,500303231,Pessoa Coletiva,10000 a 50000
"A.FLORES, LDA",500303371,Pessoa Coletiva,10000 a 50000
A FUNERARIA CENTRAL MARVILA LDA,500303398,Pessoa Coletiva,10000 a 50000
A TRANSPORTADORA MODERNA DE FELGUEIRAS LDA - EM LIQUIDAÇÃO,500304777,Pessoa Coletiva,10000 a 50000
ABREUS & SOUSA LD,500305340,Pessoa Coletiva,10000 a 50000
ADEGA COOPERATIVA DE VILARINHO DO BAIRRO CRL - EM LQUIDAÇÃO,500305978,Pessoa Coletiva,10000 a 50000
"GRAFICA OEIRENSE DE ADRIANO AUGUSTO REIS & FILHOS, LDA",500306362,Pessoa Coletiva,10000 a 50000
AGRO PECUARIA POLDRAS LD,500307377,Pessoa Coletiva,10000 a 50000
ALBIMÓVEIS FAB MOBILIÁRIO LDA,500308136,Pessoa Coletiva,10000 a 50000
MASSA INSOLVENTE DE JOPARE - HOTELARIA LDA,500308489,Pessoa Coletiva,10000 a 50000
ALEXANDRINO LOPES FS LD,500308543,Pessoa Coletiva,10000 a 50000
CAMPILAR-ALVES & ALVES LDA,500309957,Pessoa Coletiva,10000 a 50000
ALVES & CA LDA,500310084,Pessoa Coletiva,10000 a 50000
"I.V.P. - INDUSTRIA DE VESTUARIO PORTUGUES, LDA",500311170,Pessoa Coletiva,10000 a 50000
ANTONIO AMORTECEDORES LD,500312338,Pessoa Coletiva,10000 a 50000
ANTONIO AUGUSTO GUEDES OLIVEIRA SILVA LD,500312400,Pessoa Coletiva,10000 a 50000
ANTONIO LOPES GONCALVES LDA,500313571,Pessoa Coletiva,10000 a 50000
ANTONIO MANUEL & DAVID ALEXANDRE LDA,500313709,Pessoa Coletiva,10000 a 50000
ANTÓNIO MIRANDA E FILHOS LDA,500313903,Pessoa Coletiva,10000 a 50000
ANTONIO PACHECO FS LD,500314128,Pessoa Coletiva,10000 a 50000
"MASSA INSOLVENTE - ANTONIO PINTO, LDA",500314365,Pessoa Coletiva,10000 a 50000
ANTONIO SIMAO VIEGAS LDA,500314799,Pessoa Coletiva,10000 a 50000
A FONTES SANTOS S A,500314802,Pessoa Coletiva,10000 a 50000
BREJOTIR TRANSPORTES LD,500314969,Pessoa Coletiva,10000 a 50000
"ANTUNES & FILHO, LDA",500315051,Pessoa Coletiva,10000 a 50000
"ANTUNES & IRMÃO-EQUIPAMENTOS INDUSTRIAIS, S.A., EM LIQUIDAÇÃO",500315094,Pessoa Coletiva,10000 a 50000
AQUAMUNDO PEIXES TROPICAIS LD,500315426,Pessoa Coletiva,10000 a 50000
ARMANDO ALMEIDA SANTOS LDA,500315981,Pessoa Coletiva,10000 a 50000
ARMANDO CUNHA LD,500316074,Pessoa Coletiva,10000 a 50000
ARQUIBET ARQ PLANEAMENTO ENGENHARIA CRL,500316716,Pessoa Coletiva,10000 a 50000
ARTIRENE - FABRICA DE MALHAS LDA - EM LIQUIDAÇÃO,500316848,Pessoa Coletiva,10000 a 50000
ASSIGESTE GABINETE ASSISTENCIA A GESTAO EMPRESA LDA,500317216,Pessoa Coletiva,10000 a 50000
AUGUSTO SA ALVES LD,500317720,Pessoa Coletiva,10000 a 50000
"AUTO ALGARVE INTERNACIONAL, LDA",500317976,Pessoa Coletiva,10000 a 50000
"AUTO MODELAR DE VALE FORMOSO, LDA.",500318581,Pessoa Coletiva,10000 a 50000
AUTO SOCIAL MECANICA GERAL BATE CHAPA PINTURA LD,500319235,Pessoa Coletiva,10000 a 50000
AUTO TRANSP COUTINHO & HORTA LD,500320292,Pessoa Coletiva,10000 a 50000
AUTO VULCANIZADORA OURIENSE DE JOAO PEREIRA DE FARIA & FILHOS LDA,500320411,Pessoa Coletiva,10000 a 50000
AUTOVELOCE COMERCIO AUTOMOVEIS LD,500320594,Pessoa Coletiva,10000 a 50000
GRAFICA S MIGUEL LDA,500322210,Pessoa Coletiva,10000 a 50000
EMP PESCA RIBEIRO MAR LD,500323852,Pessoa Coletiva,10000 a 50000
"CARDOSO CARREIRO & MACIEL,LDA.",500326851,Pessoa Coletiva,10000 a 50000
"CASTRO & CRUZ, LDA.",500329842,Pessoa Coletiva,10000 a 50000
ALCATEL COMUNICACAO EMPRESA S.A.,500333556,Pessoa Coletiva,10000 a 50000
"CONFEITARIA MIRENE, S.A. - EM LIQUIDAÇÃO",500334404,Pessoa Coletiva,10000 a 50000
"CONSTRUÇÕES M.BRANCO & FILHOS, LDA",500334862,Pessoa Coletiva,10000 a 50000
COOPERATIVA AGRÍCOLA DE ESTARREJA CRL,500335630,Pessoa Coletiva,10000 a 50000
CORTICEIRA FIDALGO LD,500337403,Pessoa Coletiva,10000 a 50000
MASSA INSOLVENTE - D VIEIRA COMP LD,500339872,Pessoa Coletiva,10000 a 50000
DIÁRIO-ACTIVIDADES HOTELEIRAS LDA - EM LIQUIDAÇÃO,500341109,Pessoa Coletiva,10000 a 50000
DIAS SILVA LD,500341524,Pessoa Coletiva,10000 a 50000
"DUARTES, DUARTE E RODRIGUES CONSTRUÇÃO CIVIL LDA",500343225,Pessoa Coletiva,10000 a 50000
ESMERALDA E ANTUNES LDA,500346488,Pessoa Coletiva,10000 a 50000
ESTUDIOS FOTOGRAFICOS GRAO VASCO LD,500347280,Pessoa Coletiva,10000 a 50000
F.SALVADOR GONÇALVES LDA-SOCIEDADE EM LIQUIDAÇÃO,500348278,Pessoa Coletiva,10000 a 50000
FERNANDO SIMAO LD,500351180,Pessoa Coletiva,10000 a 50000
FERREIRA LD,500351902,Pessoa Coletiva,10000 a 50000
FERREIRA PINTO LD,500352178,Pessoa Coletiva,10000 a 50000
"LIMA FERREIRA, LDA",500352186,Pessoa Coletiva,10000 a 50000
"GAUNTLETT INTERNATIONAL TRANSPORTES, LDA",500352569,Pessoa Coletiva,10000 a 50000
"FRANCISCO & NASCIMENTO, UNIPESSOAL LDA",500354596,Pessoa Coletiva,10000 a 50000
GOMES E GOMES LD,500357935,Pessoa Coletiva,10000 a 50000
MASSA INSOLVENTE DE GOMES MARTINS LD,500358087,Pessoa Coletiva,10000 a 50000
GONCALO E MENDES LDA,500358265,Pessoa Coletiva,10000 a 50000
"GRAFICA POVOENSE, LDA.",500359318,Pessoa Coletiva,10000 a 50000
FABOURO IND OURIVESARIA LD,500362637,Pessoa Coletiva,10000 a 50000
SYLVAINCELOS CONSTRUÇÕES LDA,500363781,Pessoa Coletiva,10000 a 50000
LEAL LIGHT ART ILUMINAÇÃO LD,500364982,Pessoa Coletiva,10000 a 50000
J OLIVEIRA MARTINS COMP LD,500365253,Pessoa Coletiva,10000 a 50000
"J. RIBEIRO & COMPANHIA, LDA - EM LIQUIDAÇÃO",500365474,Pessoa Coletiva,10000 a 50000
JANOTA JANOTA LD,500366080,Pessoa Coletiva,10000 a 50000
"JOAQUIM ELOI DA SILVA, LDA.",500367353,Pessoa Coletiva,10000 a 50000
JOSE MARIA SILVA LD,500370443,Pessoa Coletiva,10000 a 50000
LAVANDARIA LIMPEZA SECO PENDAO LD,500372705,Pessoa Coletiva,10000 a 50000
LEIRIAUTO SOCIEDADE AUTOMÓVEIS LEIRIA LDA,500373124,Pessoa Coletiva,10000 a 50000
"LIVRARIA PÉROLA, LDA",500374171,Pessoa Coletiva,10000 a 50000
LOPES & FERREIRA LD,500374635,Pessoa Coletiva,10000 a 50000
"MADEIRA - FÁBRICA DE MALHAS EXTERIORES, LDA (EM LIQUIDAÇÃO)",500377197,Pessoa Coletiva,10000 a 50000
MANUEL ANTONIO PIMENTEL LDA,500377928,Pessoa Coletiva,10000 a 50000
MANUEL SILVA TEIXEIRA LD,500379858,Pessoa Coletiva,10000 a 50000
MARCIA CONDEIXA LD,500380325,Pessoa Coletiva,10000 a 50000
IS PACHECO LD,500384460,Pessoa Coletiva,10000 a 50000
MESQUITA PEREIRA LD,500385068,Pessoa Coletiva,10000 a 50000
"MICAELA, LDA.",500385386,Pessoa Coletiva,10000 a 50000
"MOLDAPLAS-PLASTICOS REFORCADOS,LDA.",500386480,Pessoa Coletiva,10000 a 50000
"MORGADO, BRAGA & SEGURADO, LDA - EM LIQUIDAÇÃO",500387524,Pessoa Coletiva,10000 a 50000
"NEGIRO COSMETICOS E PRODUTOS DE BELEZA, LD",500388776,Pessoa Coletiva,10000 a 50000
NETO ANTUNES LD,500388938,Pessoa Coletiva,10000 a 50000
NUMIFILARTE ESCRITORIO NUMISMATICO FILATELICO PINTURA LD,500390266,Pessoa Coletiva,10000 a 50000
OFICINA REPARACOES AUTOMOVEIS FRANCAUTO LD,500391122,Pessoa Coletiva,10000 a 50000
PEREIRA CARREIRA OLIVEIRA LD,500395080,Pessoa Coletiva,10000 a 50000
"PEREIRA & DINIZ, LDA",500395136,Pessoa Coletiva,10000 a 50000
"MASSA INSOLVENTE COSTA PEREIRA, LDA",500395659,Pessoa Coletiva,10000 a 50000
PH MOVEIS DECORACOES LD,500396299,Pessoa Coletiva,10000 a 50000
PISSARRA & FERREIRA LD,500397481,Pessoa Coletiva,10000 a 50000
"POMAR DA REBOLEIRA, LDA.",500397899,Pessoa Coletiva,10000 a 50000
"QUARTEX-SOCIEDADE MINEIRA DO ALENTEJO, LDA.",500399557,Pessoa Coletiva,10000 a 50000
RAUL GIRÃO LDA - EM LIQUIDAÇÃO,500400628,Pessoa Coletiva,10000 a 50000
RAUL SIMOES SANTOS LD,500400652,Pessoa Coletiva,10000 a 50000
RECANTO-ARTE E DECORAÇÃO LIMITADA - EM LIQUIDAÇÃO,500400849,Pessoa Coletiva,10000 a 50000
VALCOSTA SOC FORNECEDORA MOVEIS LD,500401845,Pessoa Coletiva,10000 a 50000
RIBEIRO E GONCALVES LDA,500402485,Pessoa Coletiva,10000 a 50000
"RODRIGUES & GONÇALVES, LDA - EM LIQUIDAÇÃO",500403783,Pessoa Coletiva,10000 a 50000
RODRIGUES ROCHA MOREIRA LD,500404020,Pessoa Coletiva,10000 a 50000
RODRIGUES & RODRIGUES LD,500404089,Pessoa Coletiva,10000 a 50000
"RUIMAR-COMERCIO DE PEIXES TROPICAIS, LDA.",500404909,Pessoa Coletiva,10000 a 50000
SALTARICO-ACTIVIDADES HOTELEIRAS LDA,500405875,Pessoa Coletiva,10000 a 50000
"SANTOS & ALMEIDA, LDA",500406383,Pessoa Coletiva,10000 a 50000
"SANTOS & BATISTA, LDA",500406456,Pessoa Coletiva,10000 a 50000
